name,mem,net,cpu,speed1_out,speed8_out,speed32_out,speed1_in,speed8_in,speed32_in,speed256
examinimd-A,18302.666666666668,156675737.66666666,0.6447942211000536,1.0,4.141668023455718,3.1090696986529243,1.0,4.341358486306876,8.212176955260949,1.8208346263766193
examinimd-B,43348.666666666664,432456692.0,0.936100635632331,1.0,6.946914201544872,17.43394747792422,1.0,5.376608295797616,18.124815463141864,16.770693516756936
examinimd-C,150531.33333333334,1022963963.3333334,0.9776998368979505,1.0,7.570291711777697,25.800140201697726,1.0,5.450920349527946,20.018471419948174,60.36457474107748
amg-A,184314.0,6680814653.833334,0.1549956759866802,1.0,0.04800321572558968,0.023182737741584414,1.0,0.38268247851675263,0.2135034314192416,0.006647332206550092
lammps-A,45149.333333333336,128977094.0,0.8169514635222974,1.0,5.835530772045033,11.817997812371422,1.0,4.794810330873677,-1.0,4.633532838816864
lammps-B,23385.333333333332,90693714.16666666,0.8660151295082686,1.0,4.997911998705737,9.340612900722713,1.0,4.0610996650724935,-1.0,9.578967674025893
lammps-C,49356.666666666664,1370250617.6666665,0.88904599491937,1.0,5.853798381132247,12.573429311738193,1.0,4.685027902522137,-1.0,9.260848933311992
Quicksilver-A,18106.666666666668,3225825.5,0.8613468725759145,1.0,3.2307230787808146,7.317346774203059,1.0,2.264551078698759,-1.0,-1.0
Quicksilver-B,47480.0,10892884.666666666,0.8683636281669787,1.0,3.306013312176604,8.760948931961613,1.0,2.267284805186106,-1.0,-1.0
Quicksilver-C,83700.66666666667,20191184.333333332,0.870419411892563,1.0,3.299519425021298,8.998796259748303,1.0,2.262132394129607,-1.0,-1.0
kripke-A,71804.0,184151363.5,0.9572352554246627,1.0,7.684346805210978,19.940306805173545,1.0,5.076795019764888,-1.0,41.24483288125454
kripke-B,188547.33333333334,498279.1666666666,0.996496313343528,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
kripke-C,575496.6666666666,1724809.3333333335,0.988572866201991,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
LULESH-A,16602.0,71332213.83333333,0.8550113728831902,1.0,0.8466131724600114,-1.0,1.0,0.5538915691910465,-1.0,-1.0
LULESH-B,81363.33333333333,271897913.6666667,0.9148698854155212,1.0,0.9656628133562145,-1.0,1.0,0.5879795268842618,-1.0,-1.0
LULESH-C,601879.3333333334,1066196802.3333333,0.8779199602029771,1.0,0.8959498147875838,-1.0,1.0,0.6287639170015704,-1.0,-1.0
examl-A,16852.0,2014726415.8333335,0.3866070730518241,1.0,0.19639497828300828,0.11979001272330593,1.0,2.689938741674077,-1.0,0.07662307988274433
examl-B,45880.0,11957268639.5,0.7009238631033192,1.0,3.0039230008544378,2.325543364597875,1.0,4.32124235157369,-1.0,1.8565984247088057
EP-A,22299.333333333332,25790038.833333336,0.8902998823261178,1.0,6.777974419243137,17.07535640914754,1.0,5.833240755103592,18.382552805095397,101.14000671616992
EP-B,129584.0,387764505.1666666,0.9114664137110516,1.0,6.860614502658064,18.363631492893713,1.0,6.2474392560263805,23.837599462225757,155.95551918204063
EP-C,451193.3333333333,5821829048.833334,0.8246751428107977,-1.0,1.0,2.8740726473395717,-1.0,1.0,4.018471311845857,1.0
BT-A,446893.3333333333,2567045608.666667,0.9609730974715303,1.0,3.4986749655569533,19.188064926337322,1.0,2.393960849288876,13.333698779550332,32.030038881743934
BT-B,1443634.0,14649696872.833334,0.9719107076224485,-1.0,-1.0,1.0,-1.0,1.0,5.594456595731901,1.0
BT-C,280147.3333333333,71616695634.83334,0.8240924377417187,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
FT-A,401463.3333333333,2568848911.3333335,0.6429893703601725,-1.0,1.0,4.342989992043244,-1.0,1.0,3.113203294414039,1.0
FT-B,695855.3333333334,15498462825.166666,0.8328050147102,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
FT-C,616218.0,124825032261.0,0.48377795211647373,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
IS-A,361136.0,288737828.3333334,0.7072573507004842,1.0,3.9651322134678013,10.218626789340925,1.0,5.660371072343575,15.691659046596127,4.6126025074230865
IS-B,1352102.6666666667,4584531443.833333,0.620374787835809,-1.0,1.0,3.5755666403347215,-1.0,1.0,3.0451592666324725,1.0
IS-C,373813.3333333333,21781663448.0,0.4551392317964076,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
MG-A,788525.3333333334,177424344.6666667,0.8369159268846649,1.0,7.161492645947411,18.94466215244266,1.0,4.884108499810308,8.587254682323803,7.089447209195719
MG-B,1499825.3333333333,1851366613.6666667,0.88534737194502,-1.0,1.0,3.564118810661645,-1.0,1.0,1.8582188852254777,1.0
MG-C,152534.66666666666,2740321742.5,0.6562553963897423,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
CG-A,260128.0,1387929399.5,0.8833744552329523,1.0,12.200798570757824,27.885632702510712,1.0,9.476387601913027,25.121741518054048,5.5454433480243726
CG-B,1188126.6666666667,18546228186.166664,0.8860060422313932,-1.0,1.0,3.6058007008488735,-1.0,1.0,3.048883239349487,1.0
CG-C,221690.0,57618370689.66667,0.7565794881425466,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
LU-A,173404.0,596836337.6666667,0.9551729024440772,1.0,6.986390295530235,21.794477522578447,1.0,4.580200737855771,13.180837063450468,21.338703826319048
LU-B,724350.4,2710273335.6,0.9573233855641236,-1.0,1.0,3.6789593405057803,-1.0,1.0,3.1674829790274712,-1
LU-C,125590.0,12724131479.666668,0.7014461897153585,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
SP-A,374590.0,4460695899.5,0.9476232958926291,1.0,3.48917448669377,20.330043406863172,1.0,2.4452598292989456,10.346678212549076,16.071023009987154
SP-B,1197946.6666666667,27026025702.0,0.9668503096672578,-1.0,-1.0,1.0,-1.0,1.0,4.4267901878001785,1.0
SP-C,235166.66666666666,135002170962.33334,0.717847502099424,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
