date,app_name,input,cluster,total_time,ru_stime,rs_stime,maxrss,ixrss,idrss,minflt,majflt,nswap,inblock,oublock,msgsnd,msgrcv,nsignals,nvcsw,nivcsw,rxBytes,txBytes,rxPackets,txPackets,pi_5,pi_10,pi_15,total_pi
06-15-21-07:15:5,ember,C,n1-highcpu-8-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-07:59:1,minivite,A,n1-highcpu-32-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-07:59:1,macsio,C,n1-highcpu-32-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-07:59:1,miniqmc,C,n1-highcpu-32-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-07:59:1,examinimd,C,n1-highcpu-32-2,26.657704,23.418447,2.589597,33488,0,0,8424,0,0,0,0,0,0,0,3027,1961,1991338321,1978711326,151770,121945,0.896652,1.008859,1.107221,1000
06-15-21-07:59:1,amg,A,n1-highcpu-32-2,215.162299,51.796102,162.645526,194036,0,0,53262,0,0,0,0,0,0,0,3257,8360,11258543285,11199806519,74780560,73928500,2.601166,5.590286,11.686179,1006
06-15-21-07:59:1,miniqmc,B,n1-highcpu-32-2,3791.232846,1372.748875,2343.290525,699040,0,0,45578,0,0,0,0,0,0,0,258647,1093259366,10353838,17613633,67941,92133,435.371983,609.336613,777.420879,100
06-15-21-07:59:1,miniqmc,A,n1-highcpu-32-2,778.046397,291.290516,500.292552,350324,0,0,7291,15,0,1608,0,0,0,0,97933,364142013,3458073,3003702,15300,17587,125.539055,166.526162,197.645630,100
06-15-21-07:59:1,ember,B,n1-highcpu-32-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-07:59:1,swfft,B,n1-highcpu-32-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-07:59:1,picsar,B,n1-highcpu-32-2,1.355064,0.323122,0.274027,21400,0,0,5770,0,0,8,0,0,0,0,3017,1309,193284699,191837068,112974,110200,0.753912,0.798965,0.843601,101
06-15-21-07:59:1,ember,A,n1-highcpu-32-2,17.327647,6.540216,9.744241,109380,0,0,8463,1,0,56,0,0,0,0,4116,4534,7904346396,7882804658,254729,197728,1.404103,1.480504,1.555606,1000
06-15-21-07:59:1,macsio,B,n1-highcpu-32-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-07:59:1,swfft,C,n1-highcpu-32-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-07:59:1,sw4lite,A,n1-highcpu-32-2,8.043342,6.221141,1.024800,58712,0,0,7223,14,0,1984,0,0,0,0,3870,105931,382911312,381483734,16798,16823,1.807082,2.508527,3.177338,50
06-15-21-07:59:1,miniamr,A,n1-highcpu-32-2,440.669805,251.387560,187.084881,364784,0,0,89078,3,0,888,0,0,0,0,3093,53288,109636168879,109166456845,79384389,74431287,1.340784,1.570422,1.797241,10000
06-15-21-07:59:1,swfft,A,n1-highcpu-32-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-07:59:1,ember,C,n1-highcpu-32-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-07:59:1,laghos,B,n1-highcpu-32-2,168.695184,66.262983,101.203174,24548,0,0,2534,0,0,0,0,0,0,0,3074,25635,5012757521,4951328838,38300141,37575769,0.918321,1.798050,2.669194,1001
06-15-21-07:59:1,macsio,A,n1-highcpu-32-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-07:59:1,examinimd,B,n1-highcpu-32-2,8.207608,5.686734,1.982164,20264,0,0,3354,0,0,0,0,0,0,0,2939,1221,871030941,852146244,138707,110007,0.675047,0.715417,0.749975,1000
06-15-21-07:59:1,examinimd,A,n1-highcpu-32-2,3.181849,1.403249,1.266150,18392,0,0,2235,26,0,2384,0,0,0,0,3032,968,310487956,300156114,119976,91857,0.621422,0.631136,0.643125,1000
06-15-21-07:59:1,nekbone,A,n1-highcpu-32-2,144.068958,113.148087,27.397492,51996,0,0,120766,11,0,2080,0,0,0,0,3262,4657,12125237159,12123022786,5160039,5137106,2.088323,4.142941,6.822699,100
06-15-21-07:59:1,laghos,A,n1-highcpu-32-2,144.346923,46.103464,97.715696,22412,0,0,2190,0,0,0,0,0,0,0,3099,22228,5353216816,5329616700,47428965,47251058,0.889698,1.744915,2.588810,876
06-15-21-07:59:1,laghos,C,n1-highcpu-32-2,166.588636,89.152821,76.995800,24340,0,0,2893,0,0,0,0,0,0,0,3045,12127,3710034736,3562974441,29436054,27414308,0.951996,1.844838,2.708940,1001
06-15-21-07:59:1,picsar,A,n1-highcpu-32-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-06:59:2,minivite,A,n1-highcpu-4-2,9.800467,8.135530,0.516478,17676,0,0,1816,38,0,4320,0,0,0,0,2514,1254,124180,107854,1020,1041,4.196371,7.328371,0,14
06-15-21-06:59:2,macsio,C,n1-highcpu-4-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-06:59:2,swfft,A,n1-highcpu-4-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-06:59:2,laghos,C,n1-highcpu-4-2,349.147978,281.495978,66.649477,35952,0,0,5393,0,0,0,0,0,0,0,2170,13239,1329935693,1327219229,4514774,4494088,1.880281,3.695085,5.517309,1001
06-15-21-06:59:2,swfft,B,n1-highcpu-4-2,68.582853,43.519512,24.160653,24644,0,0,3480,8,0,1160,0,0,0,0,2147,9233,16075350225,16069194150,1281841,1181872,0.976011,1.319411,1.655695,1000
06-15-21-06:59:2,picsar,A,n1-highcpu-4-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-06:59:2,miniqmc,B,n1-highcpu-4-2,770.996646,487.106129,273.758380,637516,0,0,13785,0,0,0,0,0,0,0,3277,175245513,1740146,2941999,10675,15339,44.086119,81.684444,123.159196,100
06-15-21-06:59:2,examinimd,C,n1-highcpu-4-2,178.187029,172.855949,3.009208,121432,0,0,9187,0,0,8,0,0,0,0,2224,9674,1628119254,1629288266,111628,100806,2.455695,3.221661,3.875346,1000
06-15-21-06:59:2,ember,C,n1-highcpu-4-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-06:59:2,ember,B,n1-highcpu-4-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-06:59:2,laghos,A,n1-highcpu-4-2,97.963520,50.414424,47.315013,23060,0,0,2296,1,0,128,0,0,0,0,2343,5205,524626188,511737044,3773147,3599236,0.598438,1.183862,1.744314,876
06-15-21-06:59:2,macsio,A,n1-highcpu-4-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-06:59:2,examinimd,A,n1-highcpu-4-2,4.412309,3.336732,0.547602,19228,0,0,2832,30,0,3144,0,0,0,0,2387,3783,176388858,177366520,28356,21618,0.591432,0.609657,0.625023,1000
06-15-21-06:59:2,miniamr,A,n1-highcpu-4-2,250.883165,142.044972,106.876910,364444,0,0,88924,2,0,504,0,0,0,0,2181,83639,26552441429,26525248187,10778394,10650585,1.154050,1.279043,1.402192,10000
06-15-21-06:59:2,miniqmc,A,n1-highcpu-4-2,125.144981,70.860103,52.283813,241136,0,0,6524,18,0,1520,0,0,0,0,3287,34530599,540739,555949,2787,3511,10.046516,16.256242,21.915208,100
06-15-21-06:59:2,swfft,C,n1-highcpu-4-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-06:59:2,laghos,B,n1-highcpu-4-2,236.230028,168.604691,66.225721,28876,0,0,3922,0,0,0,0,0,0,0,2191,36001,1398440205,1393949170,4917039,4870915,1.272574,2.487419,3.677039,1001
06-15-21-06:59:2,picsar,B,n1-highcpu-4-2,1.515156,0.557632,0.475153,23012,0,0,40062,0,0,8,0,0,0,0,2196,783,93796792,93595946,28991,28966,0.608186,0.660058,0.710402,101
06-15-21-06:59:2,nekbone,A,n1-highcpu-4-2,81.288898,65.661642,13.371083,51496,0,0,111955,12,0,928,0,0,0,0,2361,5248,3057629061,3057790696,730375,733402,1.174390,2.147894,3.446738,100
06-15-21-06:59:2,ember,A,n1-highcpu-4-2,29.158975,13.032327,15.314283,108812,0,0,7858,1,0,56,0,0,0,0,3227,6240,8037455340,8171951825,310835,268019,0.780843,0.929443,1.075949,1000
06-15-21-06:59:2,miniqmc,C,n1-highcpu-4-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-06:59:2,examinimd,B,n1-highcpu-4-2,37.591886,35.035468,1.355955,38824,0,0,7683,0,0,0,0,0,0,0,2172,7285,644038002,639437413,71950,66894,0.890486,1.057029,1.199422,1000
06-15-21-06:59:2,amg,A,n1-highcpu-4-2,102.461275,42.009568,59.130630,182768,0,0,56682,22,0,1536,0,0,0,0,2251,35934,1830596575,1820083738,9309466,9198251,1.285893,2.098344,3.025361,1006
06-15-21-06:59:2,macsio,B,n1-highcpu-4-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-06:59:2,sw4lite,A,n1-highcpu-4-2,40.438467,37.923191,1.315555,229804,0,0,7134,14,0,2376,0,0,0,0,2372,56345,344346153,343915994,16264,17559,4.731349,8.696716,12.675286,50
06-15-21-07:26:0,laghos,A,n1-highcpu-16-2,107.394218,38.302793,68.715604,24836,0,0,2202,0,0,0,0,0,0,0,2398,13737,2410735456,2336482000,19955071,18920502,0.652232,1.288963,1.909308,876
06-15-21-07:26:0,examinimd,B,n1-highcpu-16-2,11.296278,9.075825,1.009311,22528,0,0,3832,0,0,0,0,0,0,0,2358,6853,746395477,735373788,75991,58431,0.627097,0.676608,0.719114,1000
06-15-21-07:26:0,swfft,B,n1-highcpu-16-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-07:26:0,laghos,C,n1-highcpu-16-2,172.420271,97.396067,74.516025,27336,0,0,3118,0,0,0,0,0,0,0,2441,15468,2493649743,2383623172,15878361,14314328,0.941597,1.839922,2.748947,1001
06-15-21-07:26:0,examinimd,A,n1-highcpu-16-2,2.547197,1.237289,0.550352,18484,0,0,2250,24,0,1200,0,0,0,0,2417,4267,234563458,230877894,66144,48219,0.570533,0.581917,0.592370,1000
06-15-21-07:26:0,ember,A,n1-highcpu-16-2,12.577801,4.622917,7.160519,109016,0,0,8411,1,0,56,0,0,0,0,3343,5368,7961085901,7954079534,240482,175263,0.946616,0.985059,1.026230,1000
06-15-21-07:26:0,nekbone,A,n1-highcpu-16-2,91.011144,71.547863,17.194354,50856,0,0,116718,12,0,1872,0,0,0,0,2438,5352,11754679552,11751422158,3714253,3670763,1.374350,2.558521,4.145211,100
06-15-21-07:26:0,examinimd,C,n1-highcpu-16-2,46.547682,43.174582,2.607431,44428,0,0,7189,0,0,0,0,0,0,0,2330,3219,1804450658,1799410047,167147,146063,1.013722,1.212795,1.381631,1000
06-15-21-07:26:0,ember,B,n1-highcpu-16-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-07:26:0,swfft,A,n1-highcpu-16-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-07:26:0,sw4lite,A,n1-highcpu-16-2,11.339701,9.901158,0.772090,82644,0,0,7655,9,0,1200,0,0,0,0,2479,57693,382216904,381900832,16261,15954,1.795072,2.853594,3.912160,50
06-15-21-07:26:0,ember,C,n1-highcpu-16-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-07:26:0,laghos,B,n1-highcpu-16-2,143.872411,69.224444,74.346999,24484,0,0,2659,0,0,0,0,0,0,0,2429,4111,2731990751,2602192177,19398747,17535699,0.791320,1.519312,2.242776,1001
06-15-21-07:26:0,miniqmc,C,n1-highcpu-16-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-07:26:0,miniamr,A,n1-highcpu-16-2,292.709613,169.210334,121.891885,364540,0,0,89014,3,0,888,0,0,0,0,2495,26491,54800490122,54688230812,40039482,39420726,1.150922,1.295967,1.441376,10000
06-15-21-07:26:0,amg,A,n1-highcpu-16-2,162.191899,48.449166,113.028076,187612,0,0,51423,0,0,0,0,0,0,0,2404,14524,9438504081,9258099238,56113835,53493490,1.941760,3.613405,7.178185,1006
06-15-21-07:26:0,miniqmc,B,n1-highcpu-16-2,2024.384749,831.879957,1167.853057,649236,0,0,16973,0,0,0,0,0,0,0,51680,616360636,4922301,8085197,28981,40452,180.927896,274.970423,373.494269,100
06-15-21-07:26:0,minivite,A,n1-highcpu-16-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-07:26:0,swfft,C,n1-highcpu-16-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-07:26:0,miniqmc,A,n1-highcpu-16-2,393.324506,156.052398,231.332443,284876,0,0,6912,13,0,1528,0,0,0,0,36765,165695790,1822549,1545733,8470,9798,62.971313,82.123059,103.214279,100
06-15-21-06:14:1,laghos,A,n1-highcpu-2-2,96.293264,61.136607,34.695484,23172,0,0,2563,3,0,256,0,0,0,0,2118,8113,331322087,330297575,1808329,1805323,0.592009,1.166739,1.731420,876
06-15-21-06:14:1,examinimd,B,n1-highcpu-2-2,71.397890,69.012791,1.088201,59360,0,0,8509,0,0,8,0,0,0,0,1929,9301,589263955,585519718,45922,43776,1.278655,1.599901,1.877095,1000
06-15-21-06:14:1,miniqmc,A,n1-highcpu-2-2,73.082427,56.791121,14.803789,233248,0,0,6098,18,0,4608,0,0,0,0,2166,4466312,314858,384733,1917,2479,5.245553,8.682735,12.226755,100
06-15-21-06:14:1,laghos,C,n1-highcpu-2-2,528.034045,471.944401,54.389160,45968,0,0,7189,0,0,0,0,0,0,0,2094,11037,1130671030,1134322711,2389780,2450439,2.857006,5.638354,8.413393,1001
06-15-21-06:14:1,minivite,A,n1-highcpu-2-2,2.104234,1.317847,0.310550,16288,0,0,1772,46,0,5016,0,0,0,0,2222,324,37107,26656,191,182,1.362465,2.090810,0,10
06-15-21-06:14:1,laghos,B,n1-highcpu-2-2,334.345150,287.210353,45.670663,34840,0,0,5617,0,0,0,0,0,0,0,2067,14070,1111886685,1100874206,2369873,2209570,1.809083,3.567418,5.258659,1001
06-15-21-06:14:1,miniqmc,B,n1-highcpu-2-2,503.783562,424.058832,71.071869,630084,0,0,96514,1,0,256,0,0,0,0,2288,18179646,1292350,2314913,9047,12717,29.539574,53.578066,77.908161,100
06-15-21-06:14:1,swfft,C,n1-highcpu-2-2,400.683778,297.239403,98.405491,71700,0,0,3936,0,0,0,0,0,0,0,2076,59752,54178382163,54181415641,2139725,1702697,2.643266,4.612545,6.793534,1000
06-15-21-06:14:1,swfft,A,n1-highcpu-2-2,19.350939,11.108626,6.969184,20344,0,0,2511,13,0,1536,0,0,0,0,2143,43313,2035054653,2033576159,442418,437595,0.618045,0.711847,0.804277,1000
06-15-21-06:14:1,examinimd,A,n1-highcpu-2-2,7.153883,5.900427,0.464515,22480,0,0,3860,58,0,5056,0,0,0,0,2229,4960,147832094,148625468,16069,12638,0.604811,0.630976,0.654437,1000
06-15-21-06:14:1,sw4lite,A,n1-highcpu-2-2,76.106952,73.428148,0.784044,415180,0,0,7387,22,0,4384,0,0,0,0,2170,910,325028102,325249502,15379,16435,8.320099,15.850340,23.372156,50
06-15-21-06:14:1,amg,A,n1-highcpu-2-2,75.670763,37.524258,36.942178,179328,0,0,52107,37,0,2888,0,0,0,0,2200,24866,732724877,729566800,3213434,3183031,1.035120,1.557348,2.121897,1006
06-15-21-06:14:1,miniqmc,C,n1-highcpu-2-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-06:14:1,swfft,B,n1-highcpu-2-2,94.792891,67.530619,24.099302,34016,0,0,3863,0,0,0,0,0,0,0,2131,48600,16036480610,16031412177,821453,702700,1.062635,1.547975,2.031116,1000
06-15-21-06:14:1,nekbone,A,n1-highcpu-2-2,65.885813,58.621301,5.417163,45100,0,0,103908,14,0,2696,0,0,0,0,2117,5990,933956680,932555145,279830,262662,0.979933,1.753217,2.813600,100
06-15-21-06:14:1,examinimd,C,n1-highcpu-2-2,350.561812,345.052574,2.362875,225392,0,0,12747,0,0,8,0,0,0,0,2088,7895,1541572627,1544810022,77287,79864,4.200260,5.698888,6.984254,1000
06-15-21-17:43:1,sw4lite,A,n1-highcpu-8-8,7.102454,5.488515,1.045811,55232,0,0,6909,12,0,1792,0,0,0,0,2422,62695,385170790,383043574,23842,21037,1.250905,1.877239,2.492319,50
06-15-21-17:43:1,miniqmc,B,n1-highcpu-8-8,1207.258342,587.365778,622.981104,638916,0,0,37138,0,0,0,0,0,0,0,9783,377604325,6166765,4199627,22779,22029,93.422977,150.735280,213.367817,100
06-15-21-19:25:0,macsio,B,n1-highcpu-8-8,71.143126,11.048409,5.060523,45592,0,0,22699,0,0,0,341184,0,0,0,2294,299,130748,136118,1262,1175,9.692206,0,0,10
06-15-21-19:25:0,macsio,A,n1-highcpu-8-8,39.438067,6.212429,2.806387,36432,0,0,5715,6,0,1184,192136,0,0,0,2306,138,119463,119978,1124,1152,5.473356,0,0,10
06-15-21-17:43:1,examinimd,C,n1-highcpu-8-8,26.181230,22.146341,3.029798,31504,0,0,6840,0,0,0,0,0,0,0,2258,7421,1429015900,1393702761,197170,117867,0.817987,0.928503,1.020973,1000
06-15-21-17:15:2,laghos,C,n1-highcpu-8-8,288.328377,102.524673,184.992096,23648,0,0,2581,0,0,0,0,0,0,0,2409,30099,4865640433,4841717294,30151351,30178261,1.462532,2.966048,4.493011,1001
06-15-21-17:43:1,swfft,A,n1-highcpu-8-8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-17:43:1,miniqmc,A,n1-highcpu-8-8,217.697578,97.709110,118.582838,257932,0,0,5554,10,0,1336,0,0,0,0,6090,80702901,4729224,1661970,18599,18400,26.313021,34.936578,44.930825,100
06-15-21-19:25:0,macsio,C,n1-highcpu-8-8,513.458608,72.597743,46.438277,173724,0,0,58227,0,0,8,2133880,0,0,0,3828,515,422446,508474,1991,1793,65.463125,0,0,10
06-15-21-17:43:1,picsar,B,n1-highcpu-8-8,1.242178,0.253615,0.309581,19308,0,0,5722,0,0,8,0,0,0,0,2308,3261,105220972,102079448,67955,60697,0.594025,0.628334,0.664289,101
06-15-21-17:43:1,ember,A,n1-highcpu-8-8,29.859233,10.220259,16.988484,108856,0,0,8379,1,0,56,0,0,0,0,3365,25704,8108864489,8000437076,388461,333198,0.599826,0.653919,0.719032,1000
06-15-21-17:43:1,examinimd,A,n1-highcpu-8-8,4.263424,1.396819,2.221801,17952,0,0,2153,31,0,2008,0,0,0,0,2504,2752,218891204,185577960,173230,81437,0.609990,0.618588,0.644553,1000
06-15-21-17:43:1,examinimd,B,n1-highcpu-8-8,8.293104,5.407737,2.402993,20644,0,0,3358,0,0,0,0,0,0,0,2321,3351,603155025,568798552,183292,102248,0.600567,0.641243,0.675443,1000
06-15-21-17:43:1,minivite,A,n1-highcpu-8-8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-17:15:2,laghos,B,n1-highcpu-8-8,300.307251,74.256608,224.507227,23264,0,0,2452,0,0,0,0,0,0,0,2426,83005,6639108520,6604108938,40506001,40356339,1.561086,3.090903,4.675501,1001
06-15-21-17:43:1,miniqmc,C,n1-highcpu-8-8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-17:43:1,picsar,A,n1-highcpu-8-8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-17:43:1,ember,B,n1-highcpu-8-8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-17:43:1,swfft,B,n1-highcpu-8-8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-17:43:1,swfft,C,n1-highcpu-8-8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-17:43:1,nekbone,A,n1-highcpu-8-8,110.205540,70.180004,37.444794,50036,0,0,96731,13,0,1408,0,0,0,0,2451,5906,8527574769,8568527377,3441699,3493718,2.328939,4.475507,6.990319,100
06-15-21-17:43:1,miniamr,A,n1-highcpu-8-8,630.716608,257.974358,369.477995,364512,0,0,88991,2,0,480,0,0,0,0,2274,195958,82316210583,81966888596,58204697,57206444,1.394091,1.713762,2.033292,10000
06-15-21-17:15:2,laghos,A,n1-highcpu-8-8,334.389255,85.287716,247.290438,21836,0,0,2074,0,0,0,0,0,0,0,2189,73794,4774165958,4735271811,39095602,38841819,1.584622,3.189757,4.807133,876
06-15-21-17:15:2,amg,A,n1-highcpu-8-8,408.771994,62.226467,343.948289,189756,0,0,59217,0,0,0,0,0,0,0,2360,71821,7699926230,7584310489,49990641,48516351,4.296124,9.333756,19.927032,1006
06-15-21-17:43:1,ember,C,n1-highcpu-8-8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-15-21-15:11:0,laghos,C,n1-highcpu-2-8,300.047497,156.192435,141.425834,27688,0,0,3759,0,0,0,0,0,0,0,2222,65559,3038153916,2999594163,8507989,8041216,1.577381,3.176325,4.760072,1001
06-15-21-15:11:0,examinimd,B,n1-highcpu-2-8,19.964989,17.259115,1.889276,26824,0,0,3721,0,0,8,0,0,0,0,2233,4252,452714067,444367417,76863,65170,0.729228,0.817598,0.892840,1000
