ite,target,bo,name,best
1,0,bo1,EP-C,1.167901602441647
2,0,bo1,EP-C,2.6446689275604323
3,0,bo1,EP-C,4.146516537026684
4,0,bo1,EP-C,5.924295953845904
5,0,bo1,EP-C,7.4640354150962605
6,0,bo1,EP-C,8.881891657065982
7,0,bo1,EP-C,9.961361728742903
8,0,bo1,EP-C,11.798764720026316
9,0,bo1,EP-C,13.206888006101167
10,0,bo1,EP-C,14.352992979821597
11,0,bo1,EP-C,15.645785606495323
12,0,bo1,EP-C,17.159511021488324
13,0,bo1,EP-C,18.397192518693675
14,0,bo1,EP-C,19.574149989010223
15,0,bo1,EP-C,21.809003648014535
16,0,bo1,EP-C,23.815756826566627
17,0,bo1,EP-C,25.0889094752494
18,0,bo1,EP-C,26.50268253717714
19,0,bo1,EP-C,27.581603857779054
20,0,bo1,EP-C,29.35192055500565
21,0,bo1,EP-C,30.912549435538704
22,0,bo1,EP-C,32.84373575570545
23,0,bo1,EP-C,38.46992858860337
24,0,bo1,EP-C,40.296427364976985
25,0,bo1,EP-C,41.608370224058596
26,0,bo1,EP-C,43.13423159360557
27,0,bo1,EP-C,45.248090065982886
28,0,bo1,EP-C,46.54881598104743
29,0,bo1,EP-C,47.85075445897127
30,0,bo1,EP-C,47.85075445897127
1,0,bo1,BT-A,2.9035732116111546
2,0,bo1,BT-A,4.619071392910634
3,0,bo1,BT-A,7.057627843948363
4,0,bo1,BT-A,9.2733756508095
5,0,bo1,BT-A,12.697239854503959
6,0,bo1,BT-A,14.558662006989517
7,0,bo1,BT-A,15.850937878895943
8,0,bo1,BT-A,18.962128236217104
9,0,bo1,BT-A,20.15305613009058
10,0,bo1,BT-A,21.969403038299696
11,0,bo1,BT-A,24.600385136580844
12,0,bo1,BT-A,26.701162541901432
13,0,bo1,BT-A,30.087226303402037
14,0,bo1,BT-A,53.82626060908637
15,0,bo1,BT-A,55.996433920547744
16,0,bo1,BT-A,58.426717067256256
17,0,bo1,BT-A,60.152057627843945
18,0,bo1,BT-A,63.17117181370801
19,0,bo1,BT-A,64.63497610726766
20,0,bo1,BT-A,66.40182583267955
21,0,bo1,BT-A,68.71992011982027
22,0,bo1,BT-A,71.23186648598531
23,0,bo1,BT-A,74.43648812495542
24,0,bo1,BT-A,75.95841951358676
25,0,bo1,BT-A,79.53897724841309
26,0,bo1,BT-A,80.9784608801084
27,0,bo1,BT-A,82.76456743456244
28,0,bo1,BT-A,85.58262606090864
29,0,bo1,BT-A,87.09785322016974
30,0,bo1,BT-A,87.09785322016974
1,0,bo1,CG-B,1.5273846192216083
2,0,bo1,CG-B,25.651613023905426
3,0,bo1,CG-B,27.93288523649786
4,0,bo1,CG-B,29.84895437143819
5,0,bo1,CG-B,31.180001496427277
6,0,bo1,CG-B,32.948373258844505
7,0,bo1,CG-B,34.36033345387886
8,0,bo1,CG-B,35.69225972989487
9,0,bo1,CG-B,36.9560486837675
10,0,bo1,CG-B,38.43955680812061
11,0,bo1,CG-B,62.563785212804426
12,0,bo1,CG-B,64.93132645808133
13,0,bo1,CG-B,66.05268047536507
14,0,bo1,CG-B,68.62407876195583
15,0,bo1,CG-B,70.13232158222245
16,0,bo1,CG-B,71.6342232918906
17,0,bo1,CG-B,83.69633749423252
18,0,bo1,CG-B,85.08296442244142
19,0,bo1,CG-B,86.89526879575014
20,0,bo1,CG-B,91.60410145776957
21,0,bo1,CG-B,93.68424760883391
22,0,bo1,CG-B,117.80847601351773
23,0,bo1,CG-B,119.45800027434501
24,0,bo1,CG-B,121.20039031811551
25,0,bo1,CG-B,123.19415520444939
26,0,bo1,CG-B,124.38009252908681
27,0,bo1,CG-B,126.06372286166777
28,0,bo1,CG-B,150.1879512663516
29,0,bo1,CG-B,151.56932822885364
30,0,bo1,CG-B,151.56932822885364
1,0,bo1,kripke-C,1.8723260743881287
2,0,bo1,kripke-C,3.713095008672191
3,0,bo1,kripke-C,8.333445750626325
4,0,bo1,kripke-C,12.953796492580459
5,0,bo1,kripke-C,17.574147234534593
6,0,bo1,kripke-C,22.194497976488726
7,0,bo1,kripke-C,26.81484871844286
8,0,bo1,kripke-C,27.94045095394103
9,0,bo1,kripke-C,29.603729042204666
10,0,bo1,kripke-C,31.188812873386013
11,0,bo1,kripke-C,33.300828676045484
12,0,bo1,kripke-C,35.466082096743115
13,0,bo1,kripke-C,36.71632299094238
14,0,bo1,kripke-C,37.96651570630179
15,0,bo1,kripke-C,42.586866448255925
16,0,bo1,kripke-C,47.20721719021006
17,0,bo1,kripke-C,51.82756793216419
18,0,bo1,kripke-C,56.44791867411833
19,0,bo1,kripke-C,61.06826941607246
20,0,bo1,kripke-C,62.34014260936597
21,0,bo1,kripke-C,66.96049335132011
22,0,bo1,kripke-C,71.58084409327424
23,0,bo1,kripke-C,76.20119483522836
24,0,bo1,kripke-C,80.82154557718249
25,0,bo1,kripke-C,82.93833108498747
26,0,bo1,kripke-C,84.05405665831566
27,0,bo1,kripke-C,88.67440740026979
